cylinders,displ,hwy,make,year
4,2,25,Alfa Romeo,1985
12,4.9,14,Ferrari,1985
4,2.2,33,Dodge,1985
8,5.2,12,Dodge,1985
4,2.2,23,Subaru,1993
4,1.8,24,Subaru,1993
4,1.8,29,Subaru,1993
4,1.6,26,Toyota,1993
4,1.6,31,Toyota,1993
4,1.8,30,Toyota,1993
4,1.8,30,Toyota,1993
4,2,26,Volkswagen,1993
4,2,29,Volkswagen,1993
4,2,26,Volkswagen,1993
8,5.2,15,Dodge,1985
4,2,28,Volkswagen,1993
4,2.3,23,Volvo,1993
4,2.3,26,Volvo,1993
6,2.8,22,Audi,1993
6,2.8,24,Audi,1993
8,4,20,BMW,1993
8,4,20,BMW,1993
12,5,17,BMW,1993
4,2.2,28,Buick,1993
6,3.3,24,Buick,1993
8,5.2,17,Dodge,1985
6,3.3,26,Buick,1993
6,3.1,25,Buick,1993
6,3.1,27,Buick,1993
6,3.8,26,Buick,1993
6,3.8,25,Buick,1993
8,4.6,23,Cadillac,1993
8,4.9,23,Cadillac,1993
8,4.6,23,Cadillac,1993
8,4.9,23,Cadillac,1993
4,2.2,26,Chevrolet,1993
8,5.2,17,Dodge,1985
6,3.1,25,Chevrolet,1993
6,3.1,27,Chevrolet,1993
6,3.4,24,Chevrolet,1993
6,3.4,24,Chevrolet,1993
6,3.3,24,Chrysler,1993
6,3,19,CX Automotive,1993
6,3,19,CX Automotive,1993
6,3,23,Nissan,1993
6,3,24,Nissan,1993
6,3,24,Nissan,1993
8,5.9,11,Dodge,1985
4,2.5,24,Dodge,1993
6,3,26,Dodge,1993
6,3.3,24,Dodge,1993
4,2.5,24,Dodge,1993
4,2.5,26,Dodge,1993
4,2.5,29,Dodge,1993
6,3,24,Dodge,1993
6,3,26,Dodge,1993
6,3,27,Ford,1993
6,3,24,Ford,1993
8,5.2,11,Dodge,1985
6,3.8,25,Ford,1993
6,3.8,24,Ford,1993
6,3.8,21,Ford,1993
6,3.8,22,Ford,1993
8,5,22,Ford,1993
4,2,25,Hyundai,1993
4,2,24,Hyundai,1993
6,3,22,Hyundai,1993
8,4.5,20,Infiniti,1993
8,4.5,18,Infiniti,1993
8,5.2,11,Dodge,1985
8,4,22,Lexus,1993
6,3.8,24,Mercury,1993
8,5,22,Mercury,1993
6,3,27,Mercury,1993
6,3.8,25,Mercury,1993
4,2,28,Mazda,1993
4,2,31,Mazda,1993
6,2.5,23,Mazda,1993
6,2.5,24,Mazda,1993
6,3,22,Mazda,1993
8,5.9,10,Dodge,1985
4,2.2,28,Oldsmobile,1993
6,3.3,24,Oldsmobile,1993
6,3.3,26,Oldsmobile,1993
6,3.1,25,Oldsmobile,1993
6,3.1,27,Oldsmobile,1993
6,3.4,24,Oldsmobile,1993
6,3.4,24,Oldsmobile,1993
6,3.8,25,Oldsmobile,1993
4,2.5,24,Plymouth,1993
4,2.5,26,Plymouth,1993
6,4.9,15,Ford,1985
4,2.5,29,Plymouth,1993
6,3,24,Plymouth,1993
6,3,26,Plymouth,1993
6,3.1,25,Pontiac,1993
6,3.1,27,Pontiac,1993
6,3.4,24,Pontiac,1993
6,3.4,24,Pontiac,1993
8,6.8,13,Rolls-Royce,1993
8,6.8,15,Rolls-Royce,1993
8,6.8,13,Rolls-Royce,1993
6,4.9,17,Ford,1985
4,2.2,26,Toyota,1993
4,2.2,27,Toyota,1993
6,3,22,Toyota,1993
6,3,22,Toyota,1993
4,2,26,Volkswagen,1993
4,2,28,Volkswagen,1993
6,2.8,22,Volkswagen,1993
6,2.8,25,Volkswagen,1993
5,2.4,26,Volvo,1993
5,2.4,27,Volvo,1993
4,2.2,27,Dodge,1985
6,4.9,17,Ford,1985
4,2.3,22,Volvo,1993
4,2.3,25,Volvo,1993
6,2.9,23,Volvo,1993
6,3.8,26,Buick,1993
6,3.8,25,Buick,1993
6,3.8,25,Buick,1993
8,5.7,23,Buick,1993
8,4.9,23,Cadillac,1993
8,5.7,23,Cadillac,1993
6,4.3,24,Chevrolet,1993
8,5,14,Ford,1985
8,5,24,Chevrolet,1993
8,5.7,23,Chevrolet,1993
6,3.3,26,Chrysler,1993
6,3.5,24,Chrysler,1993
6,3.3,24,Chrysler,1993
6,3.8,24,Chrysler,1993
6,3.3,26,Dodge,1993
6,3.5,24,Dodge,1993
6,3.3,26,Eagle,1993
6,3.5,24,Eagle,1993
8,5.8,12,Ford,1985
8,4.6,24,Ford,1993
6,3.8,24,Lincoln,1993
8,4.6,24,Mercury,1993
8,4.6,24,Lincoln,1993
6,3.5,22,Mercedes-Benz,1993
6,3.2,18,Mercedes-Benz,1993
8,4.2,17,Mercedes-Benz,1993
8,5,16,Mercedes-Benz,1993
6,3.8,26,Oldsmobile,1993
6,3.8,25,Oldsmobile,1993
6,4.3,16,GMC,1985
6,3.8,25,Oldsmobile,1993
6,3.8,23,Pontiac,1993
6,3.8,26,Pontiac,1993
8,6.8,13,Rolls-Royce,1993
4,2.3,23,Saab,1993
4,2.3,22,Saab,1993
4,2.3,24,Saab,1993
4,2.3,25,Saab,1993
6,2.8,20,Audi,1993
6,2.5,23,BMW,1993
6,4.3,17,GMC,1985
4,2.2,28,Chevrolet,1993
6,3.1,26,Chevrolet,1993
6,3,19,CX Automotive,1993
4,1.9,30,Ford,1993
4,1.9,33,Ford,1993
4,2.2,24,Honda,1993
4,2.2,26,Honda,1993
4,1.9,30,Mercury,1993
4,1.9,33,Mercury,1993
4,1.9,32,Saturn,1993
6,4.3,17,GMC,1985
4,1.9,30,Saturn,1993
4,1.9,33,Saturn,1993
4,1.9,32,Saturn,1993
4,2.2,26,Subaru,1993
4,2.2,28,Subaru,1993
4,2.2,24,Subaru,1993
4,2.2,24,Subaru,1993
4,2.2,21,Subaru,1993
4,1.8,24,Subaru,1993
4,1.8,28,Subaru,1993
8,5,12,GMC,1985
4,1.8,30,Toyota,1993
4,1.8,30,Toyota,1993
4,2.2,26,Buick,1993
6,3.3,24,Buick,1993
6,3.3,26,Buick,1993
4,1.8,23,Eagle,1993
4,1.8,26,Eagle,1993
4,1.8,24,Eagle,1993
4,1.8,26,Eagle,1993
4,2.4,22,Eagle,1993
8,5,16,GMC,1985
4,2.4,24,Eagle,1993
4,2.4,22,Eagle,1993
4,2.4,26,Eagle,1993
6,3,27,Ford,1993
6,3.8,25,Ford,1993
6,3,27,Mercury,1993
6,3.8,25,Mercury,1993
4,2.4,22,Mitsubishi,1993
4,2.4,24,Mitsubishi,1993
4,2.4,22,Mitsubishi,1993
8,5.7,16,GMC,1985
4,2.4,26,Mitsubishi,1993
4,1.8,26,Mitsubishi,1993
4,1.8,23,Mitsubishi,1993
4,1.8,26,Mitsubishi,1993
4,1.8,24,Mitsubishi,1993
4,2.4,24,Mitsubishi,1993
4,2.4,22,Mitsubishi,1993
4,2.4,26,Mitsubishi,1993
4,2.4,22,Mitsubishi,1993
4,2.2,26,Oldsmobile,1993
8,6.2,22,GMC,1985
6,3.3,24,Oldsmobile,1993
6,3.3,26,Oldsmobile,1993
6,3,23,Mitsubishi,1993
4,1.8,26,Plymouth,1993
4,1.8,23,Plymouth,1993
4,1.8,26,Plymouth,1993
4,1.8,24,Plymouth,1993
4,2.4,22,Plymouth,1993
4,2.4,24,Plymouth,1993
4,2.4,22,Plymouth,1993
4,2.2,26,Dodge,1985
8,6.2,19,GMC,1985
4,2.4,26,Plymouth,1993
4,2.2,26,Toyota,1993
6,3,22,Toyota,1993
4,2,26,Volkswagen,1993
4,2,28,Volkswagen,1993
6,2.8,22,Volkswagen,1993
6,2.8,25,Volkswagen,1993
4,2.3,23,Volvo,1993
4,2.3,25,Volvo,1993
4,2.3,22,Volvo,1993
8,5.7,12,GMC,1985
4,2.3,25,Volvo,1993
6,2.9,23,Volvo,1993
8,5.7,23,Buick,1993
8,5,23,Chevrolet,1993
8,5.7,23,Chevrolet,1993
4,2.5,24,Chevrolet,1993
4,2.5,25,Chevrolet,1993
6,2.8,23,Chevrolet,1993
6,4.3,21,Chevrolet,1993
6,4.3,22,Chevrolet,1993
4,2.5,24,GMC,1985
4,2.4,24,Nissan,1993
4,2.4,25,Nissan,1993
6,3,21,Nissan,1993
4,2.4,21,Dodge,1993
4,2.4,22,Dodge,1993
4,2.5,24,GMC,1993
4,2.5,25,GMC,1993
6,2.8,23,GMC,1993
6,4.3,21,GMC,1993
6,4.3,22,GMC,1993
4,2.5,24,GMC,1985
6,4.3,22,GMC,1993
4,2.3,22,Isuzu,1993
4,2.6,22,Isuzu,1993
4,2.6,22,Isuzu,1993
4,2.4,21,Mitsubishi,1993
4,2.4,22,Mitsubishi,1993
6,4.3,20,Chevrolet,1993
6,4.3,20,Chevrolet,1993
6,4.3,20,Chevrolet,1993
6,4.3,19,Chevrolet,1993
4,2.5,26,GMC,1985
8,5,17,Chevrolet,1993
8,5,18,Chevrolet,1993
8,5.7,17,Chevrolet,1993
8,5.7,17,Chevrolet,1993
8,5.7,16,Chevrolet,1993
8,7.4,12,Chevrolet,1993
6,4.3,20,Chevrolet,1993
6,4.3,20,Chevrolet,1993
6,4.3,19,Chevrolet,1993
8,5,17,Chevrolet,1993
6,4.3,20,GMC,1985
8,5,18,Chevrolet,1993
8,5.7,17,Chevrolet,1993
8,5.7,17,Chevrolet,1993
8,5.7,16,Chevrolet,1993
4,2.5,25,Dodge,1993
6,3.9,18,Dodge,1993
6,3.9,20,Dodge,1993
8,5.2,17,Dodge,1993
6,3.9,16,Dodge,1993
6,3.9,18,Dodge,1993
6,4.3,19,GMC,1985
6,3.9,17,Dodge,1993
8,5.2,16,Dodge,1993
8,5.2,16,Dodge,1993
8,5.9,15,Dodge,1993
8,5.9,14,Dodge,1993
6,3.9,16,Dodge,1993
6,3.9,16,Dodge,1993
8,5.2,16,Dodge,1993
8,5.2,16,Dodge,1993
8,5.9,15,Dodge,1993
6,4.3,20,GMC,1985
8,5.9,14,Dodge,1993
4,2.5,20,Jeep,1993
4,2.5,20,Jeep,1993
6,4,18,Jeep,1993
6,4,19,Jeep,1993
6,4.9,18,Ford,1993
6,4.9,17,Ford,1993
6,4.9,18,Ford,1993
8,5,18,Ford,1993
8,5,18,Ford,1993
4,2,22,Toyota,1985
8,5,15,Ford,1993
8,5,18,Ford,1993
8,5.8,16,Ford,1993
6,4.9,18,Ford,1993
6,4.9,17,Ford,1993
6,4.9,18,Ford,1993
8,5,17,Ford,1993
8,5,15,Ford,1993
8,5,18,Ford,1993
8,5.8,15,Ford,1993
4,2,23,Toyota,1985
4,2.3,22,Ford,1993
4,2.3,26,Ford,1993
6,3,22,Ford,1993
6,3,23,Ford,1993
6,4,20,Ford,1993
6,4,22,Ford,1993
6,4.3,20,GMC,1993
6,4.3,20,GMC,1993
6,4.3,20,GMC,1993
6,4.3,19,GMC,1993
4,1.5,29,Dodge,1985
4,1.9,17,Volkswagen,1985
8,5,17,GMC,1993
8,5,18,GMC,1993
8,5.7,17,GMC,1993
8,5.7,17,GMC,1993
8,5.7,16,GMC,1993
6,4.3,20,GMC,1993
6,4.3,20,GMC,1993
6,4.3,19,GMC,1993
8,5,17,GMC,1993
8,5,17,GMC,1993
4,1.9,18,Volkswagen,1985
8,5.7,17,GMC,1993
8,5.7,17,GMC,1993
8,5.7,16,GMC,1993
4,2.2,23,Mazda,1993
4,2.2,24,Mazda,1993
4,2.2,24,Mazda,1993
4,2.2,24,Mazda,1993
4,2.6,22,Mazda,1993
4,2.6,22,Mazda,1993
4,2.4,23,Toyota,1993
4,2.5,17,AM General,1985
4,2.4,26,Toyota,1993
6,3,21,Toyota,1993
6,3,19,Toyota,1993
6,3,20,Toyota,1993
6,4.3,17,Chevrolet,1993
6,4.3,17,Chevrolet,1993
6,4.3,18,Chevrolet,1993
8,5,17,Chevrolet,1993
8,5,16,Chevrolet,1993
8,5.7,16,Chevrolet,1993
6,4.2,13,AM General,1985
8,5.7,16,Chevrolet,1993
8,5.7,14,Chevrolet,1993
8,6.2,20,Chevrolet,1993
6,4.3,17,Chevrolet,1993
6,4.3,17,Chevrolet,1993
6,4.3,17,Chevrolet,1993
8,5,17,Chevrolet,1993
8,5,16,Chevrolet,1993
8,5.7,16,Chevrolet,1993
8,5.7,16,Chevrolet,1993
8,5,16,Chevrolet,1985
8,5.7,14,Chevrolet,1993
8,6.2,20,Chevrolet,1993
6,4.3,19,Chevrolet,1993
6,4.3,20,Chevrolet,1993
4,2.4,20,Nissan,1993
6,3,17,Nissan,1993
6,3,18,Nissan,1993
6,3.9,17,Dodge,1993
6,3.9,18,Dodge,1993
8,5.2,16,Dodge,1993
8,5.7,16,Chevrolet,1985
4,2.4,19,Dodge,1993
4,2.4,20,Dodge,1993
6,3.9,16,Dodge,1993
6,3.9,16,Dodge,1993
8,5.2,15,Dodge,1993
8,5.2,15,Dodge,1993
8,5.9,14,Dodge,1993
8,5.9,13,Dodge,1993
8,5.2,15,Dodge,1993
8,5.2,15,Dodge,1993
8,6.2,22,Chevrolet,1985
8,5.9,14,Dodge,1993
8,5.9,13,Dodge,1993
4,2.5,21,Jeep,1993
4,2.5,21,Jeep,1993
6,4,19,Jeep,1993
6,4,20,Jeep,1993
6,4.9,17,Ford,1993
6,4.9,16,Ford,1993
6,4.9,17,Ford,1993
8,5,17,Ford,1993
4,2.5,24,Chevrolet,1985
8,5,17,Ford,1993
8,5,15,Ford,1993
8,5,16,Ford,1993
8,5.8,15,Ford,1993
4,2.3,24,Ford,1993
6,3,20,Ford,1993
6,3,22,Ford,1993
6,4,20,Ford,1993
6,4,21,Ford,1993
6,4.3,17,GMC,1993
4,2.5,24,Chevrolet,1985
6,4.3,17,GMC,1993
6,4.3,18,GMC,1993
8,5,17,GMC,1993
8,5,16,GMC,1993
8,5.7,16,GMC,1993
8,5.7,16,GMC,1993
8,5.7,14,GMC,1993
8,6.2,20,GMC,1993
6,4.3,17,GMC,1993
6,4.3,17,GMC,1993
4,2.5,26,Chevrolet,1985
6,4.3,17,GMC,1993
8,5,17,GMC,1993
8,5,16,GMC,1993
8,5.7,16,GMC,1993
8,5.7,16,GMC,1993
8,5.7,14,GMC,1993
8,6.2,20,GMC,1993
6,4.3,20,GMC,1993
6,4.3,19,GMC,1993
6,4.3,20,GMC,1993
4,1.5,37,Dodge,1985
6,2.8,23,Chevrolet,1985
4,2.6,19,Isuzu,1993
6,3.1,17,Isuzu,1993
4,2.4,19,Mitsubishi,1993
4,2.4,20,Mitsubishi,1993
6,3,20,Mitsubishi,1993
4,2.6,19,Mazda,1993
4,2.6,19,Mazda,1993
4,2.4,18,Toyota,1993
4,2.4,20,Toyota,1993
6,3,16,Toyota,1993
6,2.8,23,Chevrolet,1985
6,3,16,Toyota,1993
6,3,17,Toyota,1993
6,4.3,20,Chevrolet,1993
6,4.3,21,Chevrolet,1993
6,4.3,20,Chevrolet,1993
6,4.3,20,Chevrolet,1993
8,5,17,Chevrolet,1993
8,5.7,17,Chevrolet,1993
6,4.3,20,Chevrolet,1993
8,5.7,18,Chevrolet,1993
6,2.8,22,Chevrolet,1985
6,3.9,16,Dodge,1993
6,3.9,16,Dodge,1993
6,3.9,17,Dodge,1993
8,5.2,13,Dodge,1993
8,5.2,16,Dodge,1993
8,5.9,15,Dodge,1993
6,3.9,16,Dodge,1993
8,5.2,16,Dodge,1993
8,5.9,14,Dodge,1993
6,3,22,Ford,1993
8,5.2,12,Dodge,1985
6,3,23,Ford,1993
6,4,20,Ford,1993
6,4,20,Ford,1993
6,4.9,15,Ford,1993
6,4.9,17,Ford,1993
8,5,17,Ford,1993
8,5,17,Ford,1993
8,5.8,15,Ford,1993
6,4.9,14,Ford,1993
6,4.9,17,Ford,1993
8,5.2,13,Dodge,1985
8,5.8,14,Ford,1993
6,4.3,20,GMC,1993
8,5,17,GMC,1993
8,5.7,17,GMC,1993
6,4.3,20,GMC,1993
8,5.7,18,GMC,1993
6,4.3,20,GMC,1993
6,4.3,21,GMC,1993
6,4.3,20,GMC,1993
6,4.3,18,Chevrolet,1993
8,5.2,15,Dodge,1985
6,4.3,19,Chevrolet,1993
6,4.3,20,Chevrolet,1993
6,4.3,17,Chevrolet,1993
8,5,16,Chevrolet,1993
8,5.7,16,Chevrolet,1993
8,5.7,16,Chevrolet,1993
6,3.9,16,Dodge,1993
6,3.9,16,Dodge,1993
6,3.9,17,Dodge,1993
8,5.2,13,Dodge,1993
8,5.9,12,Dodge,1985
8,5.2,16,Dodge,1993
8,5.9,14,Dodge,1993
8,5.2,14,Dodge,1993
8,5.9,13,Dodge,1993
6,3,21,Ford,1993
6,3,22,Ford,1993
6,4,20,Ford,1993
6,4,18,Ford,1993
6,4.9,17,Ford,1993
8,5,16,Ford,1993
4,2.2,19,Dodge,1985
8,5,15,Ford,1993
8,5.8,14,Ford,1993
6,4.3,17,GMC,1993
8,5,16,GMC,1993
8,5.7,16,GMC,1993
8,5.7,16,GMC,1993
6,4.3,18,GMC,1993
6,4.3,19,GMC,1993
6,4.3,20,GMC,1993
4,2.4,20,Toyota,1993
4,2.2,20,Dodge,1985
4,2.4,20,Toyota,1993
4,2.4,19,Toyota,1993
5,2.5,18,Volkswagen,1993
5,2.5,20,Volkswagen,1993
6,3.1,21,Chevrolet,1993
6,3.8,23,Chevrolet,1993
8,5.7,16,Chevrolet,1993
6,4.3,22,Chevrolet,1993
6,4.3,22,Chevrolet,1993
6,3,19,Nissan,1993
4,2.2,26,Dodge,1985
6,3,17,Nissan,1993
6,3,21,Nissan,1993
6,3.3,22,Chrysler,1993
4,2.5,24,Dodge,1993
4,2.5,28,Dodge,1993
6,3,22,Dodge,1993
6,3.3,22,Dodge,1993
4,2.5,24,Dodge,1993
4,2.5,28,Dodge,1993
6,3,22,Dodge,1993
4,1.5,35,Dodge,1985
4,2.2,26,Dodge,1985
6,3.3,22,Dodge,1993
8,5.2,16,Dodge,1993
8,5.9,15,Dodge,1993
4,2.5,22,Jeep,1993
6,4,19,Jeep,1993
6,4,20,Jeep,1993
6,4,20,Ford,1993
6,4,22,Ford,1993
6,3,21,Mercury,1993
6,3,21,Mercury,1993
4,2.2,25,Dodge,1985
4,1.6,22,Geo,1993
4,1.6,24,Geo,1993
8,5.7,16,GMC,1993
6,4.3,22,GMC,1993
6,4.3,22,GMC,1993
4,2.3,19,Isuzu,1993
4,2.6,19,Isuzu,1993
4,2.6,19,Isuzu,1993
4,2.6,20,Isuzu,1993
4,2.6,22,Mazda,1993
4,2.2,25,Dodge,1985
6,3,20,Mazda,1993
6,3.1,21,Pontiac,1993
6,3.8,23,Pontiac,1993
4,2.5,24,Plymouth,1993
4,2.5,28,Plymouth,1993
6,3,22,Plymouth,1993
6,3.3,22,Plymouth,1993
4,1.3,26,Suzuki,1993
4,1.6,24,Suzuki,1993
4,1.6,24,Suzuki,1993
4,2.6,20,Dodge,1985
4,1.6,22,Suzuki,1993
4,1.6,24,Suzuki,1993
6,3.1,21,Oldsmobile,1993
6,3.8,23,Oldsmobile,1993
6,3,19,Toyota,1993
8,5.7,15,Chevrolet,1993
8,5.7,16,Chevrolet,1993
8,5.7,15,Chevrolet,1993
6,4.3,20,Chevrolet,1993
6,4.3,20,Chevrolet,1993
8,4.1,21,"E. P. Dutton, Inc.",1985
6,3,17,Nissan,1993
6,3,17,Nissan,1993
6,3.3,20,Chrysler,1993
6,3.3,20,Dodge,1993
8,5.2,15,Dodge,1993
8,5.9,14,Dodge,1993
4,2.5,20,Jeep,1993
6,4,18,Jeep,1993
6,4,18,Jeep,1993
6,4,19,Jeep,1993
8,5,16,GMC,1985
6,4,19,Jeep,1993
6,4,20,Jeep,1993
6,4,20,Jeep,1993
8,5.2,17,Jeep,1993
4,2.5,19,Jeep,1993
6,4,15,Jeep,1993
6,4,18,Jeep,1993
8,5,17,Ford,1993
8,5,16,Ford,1993
8,5.8,15,Ford,1993
8,5.7,16,GMC,1985
6,4,18,Ford,1993
6,4,20,Ford,1993
4,1.6,22,Geo,1993
4,1.6,24,Geo,1993
4,1.6,22,Geo,1993
4,1.6,24,Geo,1993
6,4.3,20,GMC,1993
6,4.3,20,GMC,1993
8,5.7,15,GMC,1993
8,5.7,15,GMC,1993
8,6.2,22,GMC,1985
8,5.7,16,GMC,1993
4,2.6,20,Isuzu,1993
6,3.2,17,Isuzu,1993
6,3.2,17,Isuzu,1993
6,3.2,16,Isuzu,1993
6,3.2,17,Isuzu,1993
8,3.9,11,Land Rover,1993
8,3.9,14,Land Rover,1993
8,4.3,14,Land Rover,1993
6,3,17,Mitsubishi,1993
4,2.5,24,GMC,1985
6,3,17,Mitsubishi,1993
6,3,17,Mazda,1993
6,4,20,Mazda,1993
6,4,21,Mazda,1993
6,4,18,Mazda,1993
6,4,21,Mazda,1993
6,4.3,17,"PAS, Inc",1993
6,3.3,20,Plymouth,1993
4,1.8,22,Subaru,1993
4,1.8,26,Subaru,1993
4,2.5,24,GMC,1985
4,1.8,20,Subaru,1993
4,1.8,26,Subaru,1993
4,1.3,26,Suzuki,1993
4,1.6,22,Suzuki,1993
4,1.6,24,Suzuki,1993
4,1.6,24,Suzuki,1993
4,1.6,24,Suzuki,1993
4,1.6,24,Suzuki,1993
4,1.6,24,Suzuki,1993
4,1.6,22,Suzuki,1993
4,1.6,24,Dodge,1985
4,2.5,26,GMC,1985
4,1.6,24,Suzuki,1993
6,4.3,20,Oldsmobile,1993
6,4.5,14,Toyota,1993
4,2.4,18,Toyota,1993
4,2.4,20,Toyota,1993
6,3,15,Toyota,1993
6,3,17,Toyota,1993
8,4.9,22,Cadillac,1993
8,5.7,23,Chevrolet,1993
4,2.5,15,Chevrolet,1993
6,2.8,23,GMC,1985
6,3.9,13,Dodge,1993
6,3.9,13,Dodge,1993
8,5.2,16,Dodge,1993
8,5.9,14,Dodge,1993
8,5.7,23,Buick,1993
6,3,10,Toyota,1993
6,3,11,Toyota,1993
6,3,22,Acura,1994
6,3,22,Acura,1994
4,2,27,Alfa Romeo,1994
6,2.8,23,GMC,1985
8,5.7,23,Chevrolet,1994
8,5.7,22,Chevrolet,1994
8,5.7,24,Chevrolet,1994
6,3,22,Nissan,1994
6,3,22,Nissan,1994
6,3,22,Nissan,1994
6,3,22,Nissan,1994
10,8,20,Dodge,1994
8,3.4,17,Ferrari,1994
8,3.4,17,Ferrari,1994
6,2.8,22,GMC,1985
12,4.9,15,Ferrari,1994
4,1.5,33,Honda,1994
4,1.5,37,Honda,1994
4,1.6,30,Honda,1994
4,1.6,32,Honda,1994
4,1.6,28,Honda,1994
6,4,19,Jaguar,1994
4,2.2,25,Lotus,1994
4,1.8,26,Mazda,1994
4,1.8,25,Mazda,1994
4,1.6,27,Grumman Olson,1985
2,1.3,22,Mazda,1994
2,1.3,23,Mazda,1994
6,3.2,22,Mercedes-Benz,1994
8,5,19,Mercedes-Benz,1994
12,6,16,Mercedes-Benz,1994
6,3.6,22,Porsche,1994
6,3.6,23,Porsche,1994
6,3.6,21,Porsche,1994
4,3,23,Porsche,1994
4,3,24,Porsche,1994
4,1.6,32,Grumman Olson,1985
4,2,25,Toyota,1994
4,2.2,27,Toyota,1994
4,2.2,26,Toyota,1994
6,2.8,24,Audi,1994
4,1.8,26,BMW,1994
4,1.8,29,BMW,1994
6,2.5,26,BMW,1994
6,2.5,26,BMW,1994
4,1.6,24,Mercury,1994
4,1.6,26,Mercury,1994
4,2.5,20,Jeep,1985
4,1.6,28,Mercury,1994
6,3.2,21,Mercedes-Benz,1994
6,3.6,22,Porsche,1994
6,3.6,21,Porsche,1994
6,3.6,23,Porsche,1994
6,3.6,20,Porsche,1994
8,5.4,17,Porsche,1994
8,5.4,17,Porsche,1994
4,3,23,Porsche,1994
4,3,24,Porsche,1994
4,2.5,24,Jeep,1985
4,1.5,29,Toyota,1994
4,1.5,31,Toyota,1994
6,3,22,Toyota,1994
6,3,22,Toyota,1994
6,3,22,Toyota,1994
6,3,22,Toyota,1994
4,1.8,28,Acura,1994
4,1.8,29,Acura,1994
4,1.8,29,Acura,1994
6,2.8,22,Audi,1994
4,2.5,22,Jeep,1985
4,1.8,28,BMW,1994
4,1.8,26,BMW,1994
4,1.8,27,BMW,1994
4,1.8,29,BMW,1994
6,2.5,26,BMW,1994
6,2.5,26,BMW,1994
12,5,17,BMW,1994
12,5.6,19,BMW,1994
6,3.4,26,Chevrolet,1994
6,3.4,26,Chevrolet,1994
4,2.5,24,Jeep,1985
8,5.7,22,Chevrolet,1994
8,5.7,24,Chevrolet,1994
4,2.2,30,Chevrolet,1994
4,2.2,33,Chevrolet,1994
6,3.1,26,Chevrolet,1994
6,3.1,26,Chevrolet,1994
3,1,36,Chevrolet,1994
3,1,45,Chevrolet,1994
6,3,26,Chrysler,1994
4,1.6,32,Nissan,1994
4,1.6,24,Dodge,1985
6,2.8,17,Jeep,1985
4,1.6,34,Nissan,1994
4,2,27,Nissan,1994
4,2,28,Nissan,1994
6,3,22,Nissan,1994
6,3,22,Nissan,1994
4,1.5,29,Dodge,1994
4,1.5,35,Dodge,1994
4,1.8,30,Dodge,1994
4,1.8,30,Dodge,1994
6,3,22,Dodge,1994
6,2.8,20,Jeep,1985
6,3,21,Dodge,1994
6,3,22,Dodge,1994
6,3,23,Dodge,1994
6,3,22,Dodge,1994
4,1.5,29,Eagle,1994
4,1.5,35,Eagle,1994
4,1.8,30,Eagle,1994
4,1.8,30,Eagle,1994
4,1.8,28,Eagle,1994
4,1.8,29,Eagle,1994
4,2.2,19,Plymouth,1985
4,2,20,Eagle,1994
4,2,22,Eagle,1994
4,2,25,Eagle,1994
4,2,23,Eagle,1994
4,2,26,Eagle,1994
4,2,26,Eagle,1994
8,3.4,16,Ferrari,1994
8,3.4,16,Ferrari,1994
4,1.3,31,Ford,1994
4,1.3,39,Ford,1994
4,2.2,20,Plymouth,1985
6,3.8,26,Ford,1994
6,3.8,27,Ford,1994
8,5,23,Ford,1994
8,5,23,Ford,1994
4,2,29,Ford,1994
4,2,30,Ford,1994
6,2.5,24,Ford,1994
6,2.5,24,Ford,1994
3,1,35,Geo,1994
3,1,44,Geo,1994
4,2.2,25,Plymouth,1985
3,1,52,Geo,1994
4,1.5,33,Honda,1994
4,1.5,41,Honda,1994
4,1.5,41,Honda,1994
4,1.5,36,Honda,1994
4,1.6,30,Honda,1994
4,1.6,32,Honda,1994
4,1.5,50,Honda,1994
4,1.5,45,Honda,1994
4,2.2,26,Honda,1994
4,2.2,25,Plymouth,1985
4,2.2,24,Honda,1994
4,2.2,26,Honda,1994
4,2.3,25,Honda,1994
4,2.3,24,Honda,1994
4,1.5,32,Hyundai,1994
4,1.5,33,Hyundai,1994
4,1.5,30,Hyundai,1994
4,1.5,30,Hyundai,1994
4,1.5,29,Hyundai,1994
6,3,22,Infiniti,1994
4,2.6,20,Plymouth,1985
6,4,22,Jaguar,1994
6,4,21,Jaguar,1994
12,6,16,Jaguar,1994
6,3,21,Lexus,1994
6,3,22,Lexus,1994
8,4,22,Lexus,1994
4,1.6,31,Mazda,1994
4,1.6,34,Mazda,1994
6,1.9,25,Mazda,1994
6,1.9,26,Mazda,1994
6,4.2,17,American Motors Corporation,1985
4,2,28,Mazda,1994
4,2,31,Mazda,1994
6,2.5,24,Mazda,1994
6,2.5,24,Mazda,1994
6,3.2,23,Mercedes-Benz,1994
4,1.5,29,Mitsubishi,1994
4,1.5,35,Mitsubishi,1994
4,1.8,30,Mitsubishi,1994
4,1.8,30,Mitsubishi,1994
4,1.8,28,Mitsubishi,1994
6,4.2,20,American Motors Corporation,1985
4,1.8,29,Mitsubishi,1994
4,2,20,Mitsubishi,1994
4,2,22,Mitsubishi,1994
4,2,25,Mitsubishi,1994
4,2,26,Mitsubishi,1994
4,2,26,Mitsubishi,1994
4,2,23,Mitsubishi,1994
6,3,22,Mitsubishi,1994
6,3,23,Mitsubishi,1994
6,3,22,Mitsubishi,1994
